index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
261	he sent a smaller smoke-ring from his short clay-pipe straight through each one of Thorin's.	  Neutral	Thorin Oakenshield	0	-0.53659	-0.2071
262	The Gandalf's smoke-ring would go green and come back to hover over the wizard's head.	  Negative	Gandalf	-1	-0.56098	-0.23149
263	"He had quite a cloud of them about him already, and in the dim light it made him look strange and sorcerous."	  Negative	None	-1	-0.53659	-0.2071
264	Bilbo stood still and watched-he loved smoke-rings-and then be blushed to think how proud he had been yesterday morning of the smoke-rings he had sent up the wind over The Hill.	  Negative	Bilbo Baggins	-1	-0.5122	-0.18271
265	Now for some music!	  Positive	None	1	-0.53659	-0.2071
266	 said Thorin.	  Neutral	Thorin Oakenshield	0	-0.56098	-0.23149
267	Bring out the instruments!	  Neutral	None	0	-0.60976	-0.28027
268	" Kili and Fili rushed for their bags and brought back little fiddles; Dori, Nori, and Ori brought out flutes from somewhere inside their coats; Bombur produced a drum from the hall; Bifur and Bofur went out too, and came back with clarinets that they had left among the walking-sticks Dwalin and Balin said: Excuse me, I left mine in the porch!"	  Very negative	Bombur	-2	-0.60976	-0.28027
269	" Just bring mine in with you,"" said Thorin."	  Neutral	Thorin Oakenshield	0	-0.60976	-0.28027
270	"They came back with viols as big as themselves, and with Thorin_—Ès harp wrapped in a green cloth."	  Negative	None	-1	-0.63415	-0.30466
271	"It was a beautiful gold-en harp, and when Thorin struck it the music began all at once, so sudden and sweet that Bilbo forgot everything else, and was swept away into dark lands under strange moons, far over The Water and very far from his hobbit-hole under The Hill."	  Very negative	Bilbo Baggins	-2	-0.65854	-0.32905
272	"The dark came into the room from the little window that opened in the side of The Hill; the firelight flickered-it was April-and still they played on, while the shadow of Gandalf's beard wagged against the wall."	  Negative	Gandalf	-1	-0.65854	-0.32905
273	"The dark filled all the room, and the fire died down, and the shadows were lost, and still they played on."	  Negative	None	-1	-0.68293	-0.35344
274	"And suddenly first one and then another began to sing as they played, deep-throated singing of the dwarves in the deep places of their ancient homes; and this is like a fragment of their song, if it can be like their song without their music."	  Very negative	None	-2	-0.65854	-0.32905
275	Far over the misty mountains cold To dungeons deep and caverns old We must away ere break of day To seek the pale enchanted gold.	  Very negative	None	-2	-0.68293	-0.35344
276	"The dwarves of yore made mighty spells, While hammers fell like ringing bells In places deep, where dark things sleep, In hollow halls beneath the fells."	  Negative	None	-1	-0.70732	-0.37783
277	"For ancient king and elvish lord There many a gloaming golden hoard They shaped and wrought, and light they caught To hide in gems on hilt of sword."	  Neutral	None	0	-0.70732	-0.37783
278	"On silver necklaces they strung The flowering stars, on crowns they hung The dragon-fire, in twisted wire They meshed the light of moon and sun."	  Negative	None	-1	-0.70732	-0.37783
279	"Far over the misty mountains cold To dungeons deep and caverns old We must away, ere break of day, To claim our long-forgotten gold."	  Negative	None	-1	-0.70732	-0.37783
280	"Goblets they carved there for themselves And harps of gold; where no man delves There lay they long, and many a song Was sung unheard by men or elves."	  Negative	None	-1	-0.68293	-0.35344
281	"The pines were roaring on the height, The winds were moaning in the night."	  Neutral	None	0	-0.68293	-0.35344
282	"The fire was red, it flaming spread; The trees like torches biased with light, The bells were ringing in the dale And men looked up with faces pale; The dragon's ire more fierce than fire Laid low their towers and houses frail."	  Negative	None	-1	-0.68293	-0.35344
283	"The mountain smoked beneath the moon; The dwarves, they heard the tramp of doom."	  Neutral	None	0	-0.65854	-0.32905
284	"They fled their hall to dying -fall Beneath his feet, beneath the moon."	  Neutral	None	0	-0.63415	-0.30466
285	"Far over the misty mountains grim To dungeons deep and caverns dim We must away, ere break of day, To win our harps and gold from him!"	  Very negative	None	-2	-0.60976	-0.28027
286	"As they sang the hobbit felt the love of beautiful things made by hands and by cunning and by magic moving through him, a fierce and jealous love, the desire of the hearts of dwarves."	  Negative	None	-1	-0.63415	-0.30466
287	"Then something Tookish woke up inside him, and he wished to go and see the great mountains, and hear the pine-trees and the waterfalls, and explore the caves, and wear a sword instead of a walking-stick."	  Negative	None	-1	-0.63415	-0.30466
288	He looked out of the window.	  Neutral	None	0	-0.63415	-0.30466
289	The stars were out in a dark sky above the trees.	  Neutral	None	0	-0.58537	-0.25588
290	He thought of the jewels of the dwarves shining in dark caverns.	  Negative	None	-1	-0.58537	-0.25588
291	Suddenly in the wood beyond The Water a flame leapt up--probably somebody lighting a wood-fire-and he thought of plundering dragons settling on his quiet Hill and kindling it all to flames.	  Negative	None	-1	-0.58537	-0.25588
292	"He shuddered; and very quickly he was plain Mr. Baggins of Bag-End, Under-Hill, again."	  Negative	None	-1	-0.53659	-0.2071
293	He got up trembling.	  Negative	None	-1	-0.5122	-0.18271
294	"He had less than half a mind to fetch the lamp, and more than half a mind to pretend to, and go and hide behind the beer barrels in the cellar, and not come out again until all the dwarves had gone away."	  Neutral	None	0	-0.46341	-0.13392
295	"Suddenly he found that the music and the singing had stopped, and they were all looking at him with eyes shining in the dark."	  Negative	None	-1	-0.43902	-0.10953
296	Where are you going?	  Neutral	None	0	-0.41463	-0.085141
297	" said Thorin, in a tone that seemed to show that he guessed both halves of the hobbit's mind."	  Neutral	Thorin Oakenshield	0	-0.39024	-0.060751
298	What about a little light?	  Neutral	None	0	-0.41463	-0.085141
299	 said Bilbo apologetically.	  Neutral	Bilbo Baggins	0	-0.39024	-0.060751
300	"We like the dark, said the dwarves."	  Negative	None	-1	-0.39024	-0.060751
301	Dark for dark business!	  Neutral	None	0	-0.36585	-0.036361
302	There are many hours before dawn.	  Neutral	None	0	-0.36585	-0.036361
303	 Of course!	  Neutral	None	0	-0.36585	-0.036361
304	" said Bilbo, and sat down in a hurry."	  Neutral	Bilbo Baggins	0	-0.36585	-0.036361
305	"He missed the stool and sat in the fender, knocking over the poker and shovel with a crash."	  Neutral	None	0	-0.39024	-0.060751
306	Hush!	  Neutral	None	0	-0.34146	-0.011971
307	 said Gandalf.	  Neutral	Gandalf	0	-0.34146	-0.011971
308	Let Thorin speak!	  Neutral	Thorin Oakenshield	0	-0.34146	-0.011971
309	 And this is bow Thorin began.	  Neutral	Thorin Oakenshield	0	-0.36585	-0.036361
310	"Gandalf, dwarves and Mr. Baggins!"	  Neutral	Gandalf	0	-0.34146	-0.011971
311	"We are not together in the house of our friend and fellow conspirator, this most excellent and audacious hobbit - may the hair on his toes never fall out!"	  Negative	None	-1	-0.34146	-0.011971
312	all praise to his wine and ale!	  Neutral	None	0	-0.34146	-0.011971
313	"-"" He paused for breath and for a polite remark from the hobbit, but the compliments were quite lost on poor Bilbo Baggins, who was wagging his mouth in protest at being called audacious and worst of all fellow conspirator, though no noise came out, he was so flummoxed."	  Neutral	Bilbo Baggins	0	-0.34146	-0.011971
314	"So Thorin went on: ""We are met to discuss our plans, our ways, means, policy and devices."	  Positive	Thorin Oakenshield	1	-0.34146	-0.011971
315	"We shall soon before the break of day start on our long journey, a journey from which some of us, or perhaps all of us (except our friend and counsellor, the ingenious wizard Gandalf) may never return."	  Negative	Gandalf	-1	-0.34146	-0.011971
316	It is a solemn moment.	  Negative	None	-1	-0.31707	0.012419
317	"Our object is, I take it, well known to us all."	  Neutral	None	0	-0.31707	0.012419
318	"To the estimable Mr. Baggins, and perhaps to one or two of the younger dwarves (I think I should be right in naming Kili and Fili, for instance), the exact situation at the moment may require a little brief explanation-"" This was Thorin's style."	  Negative	Fili	-1	-0.31707	0.012419
319	He was an important dwarf.	  Neutral	None	0	-0.34146	-0.011971
320	"If he had been allowed, he would probably have gone on like this until he was out of breath, without telling any one there 'anything that was not known already."	  Negative	None	-1	-0.34146	-0.011971
321	But he was rudely interrupted.	  Neutral	None	0	-0.34146	-0.011971
322	Poor Bilbo couldn't bear it any longer.	  Neutral	Bilbo Baggins	0	-0.36585	-0.036361
323	"At may never return he began to feel a shriek coming up inside, and very soon it burst out like the whistle of an engine coming out of a tunnel."	  Negative	None	-1	-0.36585	-0.036361
324	All the dwarves sprang Bp knocking over the table.	  Neutral	None	0	-0.36585	-0.036361
325	"Gandalf struck a blue light on the end of his magic staff, and in its firework glare the poor little hobbit could be seen kneeling on the hearth-rug, shaking like a jelly that was melting."	  Negative	Gandalf	-1	-0.36585	-0.036361
326	"Then he fell flat on the floor, and kept on calling out ""struck by lightning, struck by lightning!"	  Neutral	None	0	-0.36585	-0.036361
327	 over and over again; and that was all they could get out of him for a long time.	  Negative	None	-1	-0.39024	-0.060751
328	"So they took him and laid him out of the way on the drawing-room sofa with a drink at his elbow, and they went back to their dark business."	  Negative	None	-1	-0.43902	-0.10953
329	"Excitable little fellow, said Gandalf, as they sat down again."	  Negative	Gandalf	-1	-0.43902	-0.10953
330	"Gets funny queer fits, but he is one of the best, one of the best-as fierce as a dragon in a pinch."	  Positive	None	1	-0.43902	-0.10953
331	" If you have ever seen a dragon in a pinch, you will realize that this was only poetical exaggeration applied to any hobbit, even to Old Took's great-granduncle Bullroarer, who was so huge (for a hobbit) that he could ride a horse."	  Negative	Bullroarer Took	-1	-0.43902	-0.10953
332	"He charged the ranks of the goblins of Mount Gram in the Battle of the Green Fields, and knocked their king Golfimbul's head clean off with a wooden club."	  Negative	Golfimbul	-1	-0.46341	-0.13392
333	"It sailed a hundred yards through the air and went down a rabbit hole, and in this way the battle was won and the game of Golf invented at the same moment."	  Negative	None	-1	-0.4878	-0.15831
334	"In the meanwhile, however, Bullroarer's gentler descendant was reviving in the drawing-room."	  Negative	None	-1	-0.53659	-0.2071
335	After a while and a drink he crept nervously to the door of the parlour.	  Neutral	None	0	-0.58537	-0.25588
336	"This is what he heard, Gloin speaking: ""Humph!"	  Neutral	Gloin	0	-0.56098	-0.23149
337	 (or some snort more or less like that).	  Neutral	None	0	-0.53659	-0.2071
338	"Will he do, do you think?"	  Neutral	None	0	-0.5122	-0.18271
339	"It is all very well for Gandalf to talk about this hobbit being fierce, but one shriek like that in a moment of excitement would be enough to wake the dragon and all his relatives, and kill the lot of us."	  Negative	Gandalf	-1	-0.46341	-0.13392
340	I think it sounded more like fright than excitement!	  Neutral	None	0	-0.46341	-0.13392
341	"In fact, if it bad not been for the sign on the door, I should have been sure we had come to the wrong house."	  Negative	None	-1	-0.43902	-0.10953
342	"As soon as I clapped eyes on the little fellow bobbing and puffing on the mat, I had my doubts."	  Negative	None	-1	-0.43902	-0.10953
343	He looks more like a grocer-than a burglar!	  Neutral	None	0	-0.46341	-0.13392
344	 Then Mr. Baggins turned the handle and went in.	  Neutral	None	0	-0.43902	-0.10953
345	The Took side had won.	  Neutral	Bullroarer Took	0	-0.46341	-0.13392
346	He suddenly felt he would go without bed and breakfast to be thought fierce.	  Neutral	None	0	-0.46341	-0.13392
347	As for little fellow bobbing on the mat it almost made him really fierce.	  Negative	None	-1	-0.4878	-0.15831
348	"Many a time afterwards the Baggins part regretted what he did now, and he said to himself: ""Bilbo, you were a fool; you walked right in and put your foot in it."	  Very negative	Bilbo Baggins	-2	-0.4878	-0.15831
349	" Pardon me,"" he said, ""if I have overheard words that you were saying."	  Neutral	None	0	-0.46341	-0.13392
350	"I don't pretend to understand what you are talking about, or your reference to burglars, but I think I am right in believing"" (this is what he called being on his dignity) ""that you think I am no good."	  Neutral	None	0	-0.46341	-0.13392
